id,type,name,translation,file,sounds,error,ini
-1,RANGE,70,,,3,Not found: ,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,70,,p70,3,Not found: p70,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,70,,70.ogg,3,Not found: 70.ogg,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,70,,,3,Not found: ,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,70,,p70,3,Not found: p70,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,70,,70.ogg,3,Not found: 70.ogg,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,70,,,3,Not found: ,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,70,,p70,3,Not found: p70,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,70,,70.ogg,3,Not found: 70.ogg,Audio/Numbers.ini
-1,RANGE,70,,,3,Not found: ,Audio/Numbers.ini
-1,RANGE,70,,p70,3,Not found: p70,Audio/Numbers.ini
-1,RANGE,700,,700.ogg,3,Not found: 700.ogg,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,700,,,3,Not found: ,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,700,,p700,3,Not found: p700,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,700,,700.ogg,3,Not found: 700.ogg,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,700,,,3,Not found: ,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,700,,p700,3,Not found: p700,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,700,,700.ogg,3,Not found: 700.ogg,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,700,,,3,Not found: ,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,700,,p700,3,Not found: p700,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,700,,700.ogg,3,Not found: 700.ogg,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,700,,,3,Not found: ,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,700,,p700,3,Not found: p700,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,700,,700.ogg,3,Not found: 700.ogg,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,700,,,3,Not found: ,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,700,,p700,3,Not found: p700,packages/Rbr.ini/rbr/Rbr.ini
-1,RANGE,700,,700.ogg,3,Not found: 700.ogg,Audio/Numbers.ini
-1,RANGE,700,,,3,Not found: ,Audio/Numbers.ini
-1,RANGE,700,,p700,3,Not found: p700,Audio/Numbers.ini
-1,PLACE,8,,eighth,1,Not found: eighth,Audio/Numbers.ini
-1,RANGE,80,,80.ogg,1,Not found: 80.ogg,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,80,,80.ogg,1,Not found: 80.ogg,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,80,,80.ogg,1,Not found: 80.ogg,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,80,,80.ogg,1,Not found: 80.ogg,ranges/Extended.ini/extended/Extended.ini
-1,RANGE,800,,800.ogg,3,Not found: 800.ogg,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,800,,,3,Not found: ,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,800,,p800,3,Not found: p800,ranges/Rbr.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,800,,800.ogg,3,Not found: 800.ogg,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,800,,,3,Not found: ,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,800,,p800,3,Not found: p800,ranges/Rbr.ini/extended/Extended.ini
-1,RANGE,800,,800.ogg,3,Not found: 800.ogg,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,800,,,3,Not found: ,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
-1,RANGE,800,,p800,3,Not found: p800,ranges/Extended.ini/packages/Extended.ini/extended/Extended.ini
