id,type,name,translation,file,sounds,error,ini
29,PACENOTE,KEEPRIGHT,Keep Right,oikee_laita.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
30,PACENOTE,KEEPLEFT,Keep Left,vasen_laita.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
31,PACENOTE,KEEPMIDDLE,Keep Middle,keskelta1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
32,PACENOTE,CAUTION,Caution,huomio.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
102,PACENOTE,TWO_LEFT,1 Left,vasen_yks1.ogg,2,,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
112,PACENOTE,TWO_RIGHT,1 Right,oikee_yks1.ogg,2,,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
120,PACENOTE,LEFT,Left,left.ogg,1,Not found: left.ogg,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
121,PACENOTE,RIGHT,Right,right.ogg,1,Not found: right.ogg,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
122,PACENOTE,RIGHT_INTO,Right Into,right_into.ogg,1,Not found: right_into.ogg,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
123,PACENOTE,LEFT_INTO,Left Into,left_into.ogg,1,Not found: left_into.ogg,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
124,PACENOTE,RIGHT_LEFT,Right-Left,right_left.ogg,1,Not found: right_left.ogg,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
125,PACENOTE,LEFT_RIGHT,Left-Right,left_right.ogg,1,Not found: left_right.ogg,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
126,PACENOTE,RIGHT_AROUND,Right Around,right_around.ogg,1,Not found: right_around.ogg,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
127,PACENOTE,LEFT_AROUND,Left Around,left_around.ogg,1,Not found: left_around.ogg,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
200,PACENOTE,OVER_BRIDGE,SILLAN YLI,silta.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
201,PACENOTE,OVER_RAILS,RAITEIDEN YLI,raiteet.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
202,PACENOTE,OVER_RAILWAY,RAITEIDEN YLI,raiteet.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
