id,type,name,translation,file,sounds,ini
-1,PACENOTE,TIGHTENS,Verengung,tightens.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
-1,PACENOTE,TIGHTENS,Verengung,tightens.ogg,1,pacenotes/Rbr.ini/modifier/Extended.ini
-1,PACENOTE,TIGHTENS,Verengung,tightens.ogg,1,pacenotes/Rbr.ini/adjectives/Extended.ini
-1,PACENOTE,TIGHTENS,Verengung,tightens.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/modifier/Extended.ini
-1,PACENOTE,TIGHTENS,Verengung,tightens.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/adjectives/Extended.ini
-1,PACENOTE,TIGHTENS,Verengung,tightens.ogg,1,pacenotes/Rbr-Enhanced.ini/modifier/Extended.ini
-1,PACENOTE,TIGHTENS,Verengung,tightens.ogg,1,pacenotes/Rbr-Enhanced.ini/adjectives/Extended.ini
-1,PACENOTE,TIGHTENSBAD,Starke Verengung,tightensbad.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini
-1,PACENOTE,TIGHTENSBAD,Starke Verengung,tightensbad.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
-1,PACENOTE,TIGHTENSBAD,Starke Verengung,tightensbad.ogg,1,pacenotes/Rbr.ini/modifier/Extended.ini
-1,PACENOTE,TIGHTENSBAD,Starke Verengung,tightensbad.ogg,1,pacenotes/Rbr.ini/adjectives/Extended.ini
-1,PACENOTE,TIGHTENSBAD,Starke Verengung,tightensbad.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/modifier/Extended.ini
-1,PACENOTE,TIGHTENSBAD,Starke Verengung,tightensbad.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/adjectives/Extended.ini
-1,PACENOTE,TIGHTENSBAD,Starke Verengung,tightensbad.ogg,1,pacenotes/Rbr-Enhanced.ini/modifier/Extended.ini
-1,PACENOTE,TIGHTENSBAD,Starke Verengung,tightensbad.ogg,1,pacenotes/Rbr-Enhanced.ini/adjectives/Extended.ini
-1,PACENOTE,WIDEOUT,Verbreiterung,wideout.ogg,1,pacenotes/Rbr.ini/packages/Extended.ini/modifier/Extended.ini
-1,PACENOTE,WIDEOUT,Verbreiterung,wideout.ogg,1,pacenotes/Rbr.ini/modifier/Extended.ini
-1,PACENOTE,WIDEOUT,Verbreiterung,wideout.ogg,1,pacenotes/Rbr-Enhanced.ini/packages/Extended.ini/modifier/Extended.ini
-1,PACENOTE,WIDEOUT,Verbreiterung,wideout.ogg,1,pacenotes/Rbr-Enhanced.ini/modifier/Extended.ini
0,PACENOTE,ONE_LEFT,Kehre Links,hairpin_left.ogg,1,pacenotes/Rbr.ini/packages/Numeric.ini/corners/Numeric.ini
